n,a_n,b_n,ratio_n2,ratio_n2logn,ratio_n2p5
497,90466905715,90466905218,366249.43105312,58990.75788765,16428.53223884
498,88344992,88344494,356.22406090,57.35743028,15.96278186
499,2827090462,2827089963,11353.73135851,1827.53118152,508.26281952
500,1447470488747,1447470488247,5789881.95498800,931656.80977663,258931.39266105
501,44172348,44171847,175.98474906,28.30881452,7.86241875
502,353387713,353387211,1402.30993556,225.50250998,62.58815544
503,548,45,0.00216593,0.00034819,0.00009657
504,5521544,5521040,21.73699295,3.49324653,0.96824262
505,526,21,0.00206254,0.00033136,0.00009178
506,92638111232361,92638111231855,361816741.52213359,58108826.90321298,16084716.09292219
507,88345164,88344657,343.68997351,55.18011822,15.26380759
508,1447470489255,1447470488747,5608959.36378185,900244.93467705,248857.33012511
509,599,90,0.00231202,0.00037096,0.00010248
510,92638111232871,92638111232361,356163441.87955016,57128645.76122559,15771182.29068621
511,345328,344817,1.32248268,0.21205970,0.05850319
512,46319055615240,46319055614728,176693174.80178833,28323818.56060742,7808808.88073278
513,526,13,0.00199872,0.00032029,0.00008825
514,1413545377,1413544863,5350.36630759,857.12511073,235.99454103
515,88345339,88344824,333.09582053,53.34511806,14.67795558
516,90466906231,90466905715,339774.15055811,54397.74940061,14957.72294025
517,548,31,0.00205022,0.00032814,0.00009017
518,526,8,0.00196032,0.00031365,0.00008613
519,46319055615759,46319055615240,171959027.53464311,27505065.77646954,7548163.54684906
520,641,121,0.00237056,0.00037906,0.00010396
521,2827090729,2827090208,10415.12051974,1664.88757547,456.29471451
522,526,4,0.00193039,0.00030848,0.00008449
523,88345515,88344992,322.98408944,51.59835227,14.12310814
524,526,2,0.00191568,0.00030595,0.00008369
525,526,1,0.00190839,0.00030469,0.00008329
526,1447470489781,1447470489255,5231644.55818719,835018.84116137,228110.54280752
527,548,21,0.00197315,0.00031484,0.00008595
528,573,45,0.00205535,0.00032786,0.00008945
529,5521179,5520650,19.72970008,3.14618665,0.85781305
530,46319055616289,46319055615759,164895178.41327518,26287009.65142407,7162588.84681908
531,22086232,22085701,78.33080461,12.48347019,3.39926738
532,92638111233403,92638111232871,327315391.03893310,52148157.14716738,14190921.93742724
533,46319055616822,46319055616289,163044171.42804542,25968561.77005197,7062227.01066755
534,2894940976093,2894940975559,10152130.67967358,1616479.42900274,439325.66077106
535,548,13,0.00191458,0.00030476,0.00008277
536,641,105,0.00223115,0.00035504,0.00009637
537,46319055617359,46319055616822,160624254.40098971,25552704.91432428,6931448.19781160
538,5654183152,5654182614,19534.63589503,3106.72317262,842.19795591
539,2894940976632,2894940976093,9964653.07716826,1584277.21648598,429207.99250685
540,548,8,0.00187929,0.00029870,0.00008087
541,22616723695,22616723154,77274.31468049,12278.58994557,3322.28227829
542,573,31,0.00195055,0.00030984,0.00008378
543,5521319,5520776,18.72592073,2.97373283,0.80360618
544,548,4,0.00185175,0.00029398,0.00007939
545,11308361871,11308361326,38072.08777376,6042.43486678,1630.82906110
546,548,2,0.00183821,0.00029166,0.00007867
547,548,1,0.00183150,0.00029051,0.00007831
548,22616723971,22616723423,75312.76297019,11942.51115648,3217.20178837
549,176691579,176691030,586.23421621,92.93358714,25.01986665
550,22086599,22086049,73.01355041,11.57123550,3.11330825
551,641,90,0.00211132,0.00033451,0.00008995
552,573,21,0.00188051,0.00029785,0.00008004
553,2827091015,2827090462,9244.62986701,1463.83306612,393.12165011
554,599,45,0.00195167,0.00030895,0.00008292
555,5789881951595,5789881951040,18796792.31099748,2974661.68093276,797879.39794348
556,22616724251,22616723695,73161.08201892,11574.71348625,3102.72099259
557,1198,641,0.00386141,0.00061074,0.00016361
558,176691768,176691210,567.47654835,89.72870638,24.02319790
559,185276222467365,185276222466806,592919961.42922294,93725253.24374139,25077842.34131679
560,573,13,0.00182717,0.00028875,0.00007721
561,22616724532,22616723971,71862.77538518,11353.22970125,3034.04875485
562,185276222467927,185276222467365,586606750.38286936,92648910.84138572,24744512.29987429
563,185276222468490,185276222467927,584524740.49036336,92294162.71045956,24634780.68947839
564,2760663,2760099,8.67871020,1.36995041,0.36543962
565,573,8,0.00179497,0.00028326,0.00007552
566,5962,5396,0.01861055,0.00293607,0.00078226
567,176691958,176691391,549.60498804,86.68357134,23.08123996
568,599,31,0.00185665,0.00029275,0.00007790
569,573,4,0.00176982,0.00027898,0.00007419
570,176692149,176691579,543.83548476,85.70227694,22.77876183
571,573,2,0.00175745,0.00027688,0.00007355
572,573,1,0.00175131,0.00027583,0.00007323
573,690207,689634,2.10218104,0.33100596,0.08781987
574,176692342,176691768,536.28289162,84.41904260,22.38401541
575,2760461,2759886,8.34922042,1.31393362,0.34818656
576,23159527807949,23159527807373,69804711.03379691,10982304.69969012,2908529.62640820
577,45233452590,45233452013,135865.16221176,21369.69690605,5656.14071028
578,599,21,0.00179296,0.00028193,0.00007458
579,1380335,1379756,4.11744089,0.64726381,0.17111500
580,185276222469070,185276222468490,550761660.13397741,86556534.27454251,22869133.17543430
581,88345745,88345164,261.71786729,41.11989256,10.85788672
582,176692540,176691958,521.64163153,81.93576579,21.62274130
583,2827091312,2827090729,8317.68992818,1306.13150725,344.48351909
584,92638111233987,92638111233403,271621408.90055299,42641386.36264224,11239773.87382847
585,92638111234572,92638111233987,270693582.39337277,42484317.76505273,11191802.21572134
586,599,13,0.00174434,0.00027369,0.00007206
587,706772675,706772088,2051.17893658,321.75230600,84.66121512
588,11043546,11042958,31.94139595,5.00905813,1.31724097
589,345328,344739,0.99540818,0.15605859,0.04101508
590,1231,641,0.00353634,0.00055427,0.00014559
591,599,8,0.00171495,0.00026872,0.00007054
592,11308362169,11308361577,32266.82960019,5054.71858114,1326.15852746
593,5654181009,5654180416,16079.04759860,2518.17667464,660.28734569
594,353386326,353385732,1001.55972180,156.81519436,41.09449315
595,599,4,0.00169197,0.00026484,0.00006936
596,641,45,0.00180454,0.00028239,0.00007392
597,599,2,0.00168065,0.00026293,0.00006878
598,599,1,0.00167504,0.00026199,0.00006850
599,1198,599,0.00333890,0.00052209,0.00013642
600,185276222469670,185276222469070,514656173.52686113,80453624.04559244,21010750.30190143
601,2827091616,2827091015,7826.92078926,1223.22492193,319.26675831
602,22616724853,22616724251,62407.49233728,9750.77844455,2543.53950020
603,45233449667,45233449064,124401.34778567,19431.88953604,5066.01451205
604,44172006,44171402,121.08023223,18.90822664,4.92668478
605,45233449970,45233449365,123580.21984837,19293.64747223,5024.25040464
